"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"1921","Nasal congestion","Employment sector","Not currently working",24.09,21.84,26.34
"1922","Nasal congestion","Employment sector","Other occupation sector",18.68,15.33,22.03
"1923","Nasal congestion","Employment sector","Retail sector (including wholesale)",25.32,20.46,30.19
"1924","Nasal congestion","Employment sector","Social care",28.4,21.44,35.35
"1925","Nasal congestion","Employment sector","Teaching and education",19.28,16.07,22.5
"1926","Nasal congestion","Employment sector","Transport (including storage, logistic)",16.27,10.63,21.9
"1927","Nasal congestion","Employment sector","Unknown",24.04,21.55,26.52
"1928","Nausea or vomiting","All people","All people",5.98,5.38,6.58
"1929","Nausea or vomiting","Employment status","Employed",5.3,4.52,6.07
"1930","Nausea or vomiting","Employment status","Inactive - not looking",12.14,9.72,14.55
"1931","Nausea or vomiting","Employment status","Inactive - retired",4.73,3.79,5.67
"1932","Nausea or vomiting","Self-employment status","Employee",5.21,4.38,6.04
"1933","Nausea or vomiting","Self-employment status","Self-employed",5.82,3.65,7.98
"1934","Nausea or vomiting","Self-employment status","Not in employment",6.73,5.81,7.64
"1935","Nausea or vomiting","Employment sector","Civil service or Local Government",5.88,3.44,8.32
"1936","Nausea or vomiting","Employment sector","Health care",8.28,5.76,10.8
"1937","Nausea or vomiting","Employment sector","Information technology and communication",5.91,2.52,9.31
"1938","Nausea or vomiting","Employment sector","Not currently working",6.39,5.11,7.67
"1939","Nausea or vomiting","Employment sector","Other occupation sector",5.84,3.8,7.87
"1940","Nausea or vomiting","Employment sector","Retail sector (including wholesale)",5.84,3.23,8.46
"1941","Nausea or vomiting","Employment sector","Teaching and education",5.29,3.48,7.1
"1942","Nausea or vomiting","Employment sector","Unknown",7.63,6.1,9.16
"1943","Noisy breathing (wheezing)","All people","All people",20.9,19.88,21.92
"1944","Noisy breathing (wheezing)","Employment status","Employed",19.37,18.01,20.74
"1945","Noisy breathing (wheezing)","Employment status","Unemployed",24.62,14.15,35.08
"1946","Noisy breathing (wheezing)","Employment status","Inactive - not looking",28.61,25.24,31.99
"1947","Noisy breathing (wheezing)","Employment status","Inactive - retired",20.54,18.8,22.29
"1948","Noisy breathing (wheezing)","Employment status","Inactive - student",21.52,12.42,30.62
"1949","Noisy breathing (wheezing)","Self-employment status","Employee",19.54,18.06,21.02
"1950","Noisy breathing (wheezing)","Self-employment status","Self-employed",18.34,14.78,21.91
"1951","Noisy breathing (wheezing)","Self-employment status","Not in employment",22.57,21.05,24.09
"1952","Noisy breathing (wheezing)","Employment sector","Arts, Entertainment or Recreation",19.32,11.07,27.56
"1953","Noisy breathing (wheezing)","Employment sector","Civil service or Local Government",21.57,17.31,25.82
"1954","Noisy breathing (wheezing)","Employment sector","Financial services (including insurance)",23,17.36,28.65
"1955","Noisy breathing (wheezing)","Employment sector","Health care",21.13,17.37,24.9
"1956","Noisy breathing (wheezing)","Employment sector","Hospitality (e.g. hotel, restaurant)",20,12.15,27.85
"1957","Noisy breathing (wheezing)","Employment sector","Information technology and communication",17.74,12.28,23.21
"1958","Noisy breathing (wheezing)","Employment sector","Manufacturing or construction",24.85,20.2,29.49
"1959","Noisy breathing (wheezing)","Employment sector","Not currently working",21,18.87,23.13
"1960","Noisy breathing (wheezing)","Employment sector","Other occupation sector",17.12,13.86,20.39
"1961","Noisy breathing (wheezing)","Employment sector","Retail sector (including wholesale)",16.88,12.64,21.13
"1962","Noisy breathing (wheezing)","Employment sector","Social care",19.75,13.62,25.89
"1963","Noisy breathing (wheezing)","Employment sector","Teaching and education",15.87,12.92,18.83
"1964","Noisy breathing (wheezing)","Employment sector","Transport (including storage, logistic)",27.11,20.32,33.9
"1965","Noisy breathing (wheezing)","Employment sector","Unknown",24.12,21.63,26.62
"1966","Numbness","All people","All people",17.86,16.89,18.83
"1967","Numbness","Employment status","Employed",16.27,14.98,17.56
"1968","Numbness","Employment status","Inactive - not looking",29.77,26.35,33.19
"1969","Numbness","Employment status","Inactive - retired",16.39,14.77,18.01
"1970","Numbness","Self-employment status","Employee",16.15,14.77,17.53
"1971","Numbness","Self-employment status","Self-employed",17,13.47,20.54
"1972","Numbness","Self-employment status","Not in employment",19.6,18.13,21.07
"1973","Numbness","Employment sector","Arts, Entertainment or Recreation",23.86,15.03,32.7
"1974","Numbness","Employment sector","Civil service or Local Government",22.97,18.6,27.34
"1975","Numbness","Employment sector","Financial services (including insurance)",12.21,7.81,16.6
"1976","Numbness","Employment sector","Health care",18.95,15.37,22.54
"1977","Numbness","Employment sector","Hospitality (e.g. hotel, restaurant)",16,8.82,23.18
"1978","Numbness","Employment sector","Information technology and communication",14.52,9.44,19.59
"1979","Numbness","Employment sector","Manufacturing or construction",15.03,11.18,18.88
"1980","Numbness","Employment sector","Not currently working",17.63,15.61,19.64
"1981","Numbness","Employment sector","Other occupation sector",16.73,13.53,19.94
"1982","Numbness","Employment sector","Retail sector (including wholesale)",20.13,15.59,24.67
"1983","Numbness","Employment sector","Social care",14.81,9.35,20.28
"1984","Numbness","Employment sector","Teaching and education",14.85,11.97,17.72
"1985","Numbness","Employment sector","Transport (including storage, logistic)",18.67,12.77,24.58
"1986","Numbness","Employment sector","Unknown",20,17.65,22.35
"1987","Palpitations","All people","All people",22.21,21.17,23.25
"1988","Palpitations","Employment status","Employed",22.23,20.78,23.67
"1989","Palpitations","Employment status","Unemployed",23.08,12.85,33.31
"1990","Palpitations","Employment status","Inactive - not looking",36.56,32.98,40.14
"1991","Palpitations","Employment status","Inactive - retired",17.15,15.54,18.77
"1992","Palpitations","Employment status","Inactive - student",29.11,19.04,39.19
"1993","Palpitations","Self-employment status","Employee",22.49,20.93,24.06
"1994","Palpitations","Self-employment status","Self-employed",20.58,16.86,24.31
"1995","Palpitations","Self-employment status","Not in employment",22.19,20.69,23.69
"1996","Palpitations","Employment sector","Arts, Entertainment or Recreation",19.32,11.09,27.55
"1997","Palpitations","Employment sector","Civil service or Local Government",21.01,16.78,25.23
"1998","Palpitations","Employment sector","Financial services (including insurance)",18.31,13.12,23.5
"1999","Palpitations","Employment sector","Health care",30.94,26.71,35.16
"2000","Palpitations","Employment sector","Hospitality (e.g. hotel, restaurant)",21,13.02,28.98
"2001","Palpitations","Employment sector","Information technology and communication",20.43,14.67,26.19
"2002","Palpitations","Employment sector","Manufacturing or construction",18.71,14.48,22.94
"2003","Palpitations","Employment sector","Not currently working",21.07,18.95,23.18
"2004","Palpitations","Employment sector","Other occupation sector",22.18,18.61,25.75
"2005","Palpitations","Employment sector","Retail sector (including wholesale)",25.32,20.49,30.16
"2006","Palpitations","Employment sector","Social care",24.07,17.49,30.66
"2007","Palpitations","Employment sector","Teaching and education",22.35,18.98,25.73
"2008","Palpitations","Employment sector","Transport (including storage, logistic)",18.07,12.2,23.94
"2009","Palpitations","Employment sector","Unknown",22.37,19.96,24.78
"2010","Runny nose or sneezing","All people","All people",24.5,23.41,25.59
"2011","Runny nose or sneezing","Employment status","Employed",19.18,17.82,20.55
"2012","Runny nose or sneezing","Employment status","Unemployed",27.69,16.81,38.57
"2013","Runny nose or sneezing","Employment status","Inactive - not looking",27.89,24.54,31.24
"2014","Runny nose or sneezing","Employment status","Inactive - retired",31.49,29.47,33.5
"2015","Runny nose or sneezing","Employment status","Inactive - student",21.52,12.41,30.62
"2016","Runny nose or sneezing","Self-employment status","Employee",18.74,17.28,20.19
"2017","Runny nose or sneezing","Self-employment status","Self-employed",21.92,18.03,25.82
"2018","Runny nose or sneezing","Self-employment status","Not in employment",30.28,28.59,31.98
"2019","Runny nose or sneezing","Employment sector","Arts, Entertainment or Recreation",19.32,11.06,27.58
"2020","Runny nose or sneezing","Employment sector","Civil service or Local Government",19.61,15.45,23.77
"2021","Runny nose or sneezing","Employment sector","Financial services (including insurance)",17.37,12.28,22.46
"2022","Runny nose or sneezing","Employment sector","Health care",22.88,19.03,26.72
"2023","Runny nose or sneezing","Employment sector","Hospitality (e.g. hotel, restaurant)",24,15.65,32.35
"2024","Runny nose or sneezing","Employment sector","Information technology and communication",22.04,16.09,28
"2025","Runny nose or sneezing","Employment sector","Manufacturing or construction",19.33,14.99,23.66
"2026","Runny nose or sneezing","Employment sector","Not currently working",31.11,28.67,33.55
"2027","Runny nose or sneezing","Employment sector","Other occupation sector",18.48,15.12,21.84
"2028","Runny nose or sneezing","Employment sector","Retail sector (including wholesale)",25,20.15,29.85
"2029","Runny nose or sneezing","Employment sector","Social care",23.46,16.94,29.98
"2030","Runny nose or sneezing","Employment sector","Teaching and education",18.09,14.98,21.19
"2031","Runny nose or sneezing","Employment sector","Transport (including storage, logistic)",23.49,17.07,29.92
"2032","Runny nose or sneezing","Employment sector","Unknown",28.16,25.53,30.79
"2033","Shortness of breath","All people","All people",48.34,47.08,49.6
"2034","Shortness of breath","Employment status","Employed",46.83,45.1,48.57
"2035","Shortness of breath","Employment status","Unemployed",44.62,32.56,56.67
"2036","Shortness of breath","Employment status","Inactive - not looking",57.8,54.07,61.53
"2037","Shortness of breath","Employment status","Inactive - retired",47.97,45.8,50.14
"2038","Shortness of breath","Employment status","Inactive - student",39.24,28.38,50.1
"2039","Shortness of breath","Self-employment status","Employee",46.74,44.87,48.6
"2040","Shortness of breath","Self-employment status","Self-employed",47.43,42.78,52.07
"2041","Shortness of breath","Self-employment status","Not in employment",49.98,48.15,51.82
"2042","Shortness of breath","Employment sector","Arts, Entertainment or Recreation",56.82,46.46,67.18
"2043","Shortness of breath","Employment sector","Civil service or Local Government",45.66,40.5,50.82
"2044","Shortness of breath","Employment sector","Financial services (including insurance)",48.83,42.11,55.54
"2045","Shortness of breath","Employment sector","Food production, agriculture, farming",58.7,44.76,72.63
"2046","Shortness of breath","Employment sector","Health care",48.8,44.18,53.42
"2047","Shortness of breath","Employment sector","Hospitality (e.g. hotel, restaurant)",45,35.22,54.78
"2048","Shortness of breath","Employment sector","Information technology and communication",44.62,37.56,51.69
"2049","Shortness of breath","Employment sector","Manufacturing or construction",47.24,41.78,52.7
"2050","Shortness of breath","Employment sector","Not currently working",48.88,46.24,51.51
"2051","Shortness of breath","Employment sector","Other occupation sector",42.41,38.17,46.66
"2052","Shortness of breath","Employment sector","Personal services (e.g. hairdressers)",40.91,26.37,55.45
"2053","Shortness of breath","Employment sector","Retail sector (including wholesale)",48.38,42.74,54.01
"2054","Shortness of breath","Employment sector","Social care",51.23,43.53,58.94
"2055","Shortness of breath","Employment sector","Teaching and education",46.42,42.37,50.46
"2056","Shortness of breath","Employment sector","Transport (including storage, logistic)",54.82,47.35,62.29
"2057","Shortness of breath","Employment sector","Unknown",50.96,48.03,53.9
"2058","Skin rash/itch","All people","All people",17.37,16.42,18.33
"2059","Skin rash/itch","Employment status","Employed",15.27,14.02,16.51
"2060","Skin rash/itch","Employment status","Unemployed",27.69,16.81,38.58
"2061","Skin rash/itch","Employment status","Inactive - not looking",26.45,23.13,29.76
"2062","Skin rash/itch","Employment status","Inactive - retired",17.39,15.74,19.04
"2063","Skin rash/itch","Employment status","Inactive - student",13.92,6.28,21.57
"2064","Skin rash/itch","Self-employment status","Employee",15.31,13.96,16.66
"2065","Skin rash/itch","Self-employment status","Self-employed",14.99,11.68,18.3
"2066","Skin rash/itch","Self-employment status","Not in employment",19.67,18.21,21.12
"2067","Skin rash/itch","Employment sector","Arts, Entertainment or Recreation",19.32,11.06,27.57
"2068","Skin rash/itch","Employment sector","Civil service or Local Government",15.13,11.41,18.84
"2069","Skin rash/itch","Employment sector","Financial services (including insurance)",14.08,9.42,18.75
"2070","Skin rash/itch","Employment sector","Health care",20.92,17.19,24.64
"2071","Skin rash/itch","Employment sector","Hospitality (e.g. hotel, restaurant)",17,9.64,24.36
"2072","Skin rash/itch","Employment sector","Information technology and communication",12.37,7.63,17.1
"2073","Skin rash/itch","Employment sector","Manufacturing or construction",13.5,9.8,17.19
"2074","Skin rash/itch","Employment sector","Not currently working",18.75,16.72,20.78
"2075","Skin rash/itch","Employment sector","Other occupation sector",13.81,10.84,16.79
"2076","Skin rash/itch","Employment sector","Retail sector (including wholesale)",19.81,15.39,24.22
"2077","Skin rash/itch","Employment sector","Social care",20.37,14.17,26.57
"2078","Skin rash/itch","Employment sector","Teaching and education",14.16,11.34,16.99
"2079","Skin rash/itch","Employment sector","Transport (including storage, logistic)",16.27,10.66,21.87
"2080","Skin rash/itch","Employment sector","Unknown",19.74,17.41,22.07
"2081","Sore throat","All people","All people",13.58,12.71,14.45
"2082","Sore throat","Employment status","Employed",13.04,11.87,14.21
"2083","Sore throat","Employment status","Unemployed",15.38,6.61,24.16
"2084","Sore throat","Employment status","Inactive - not looking",23.41,20.25,26.57
"2085","Sore throat","Employment status","Inactive - retired",10.94,9.58,12.3
"2086","Sore throat","Employment status","Inactive - student",17.72,9.27,26.17
"2087","Sore throat","Self-employment status","Employee",13.31,12.04,14.57
"2088","Sore throat","Self-employment status","Self-employed",11.41,8.43,14.39
"2089","Sore throat","Self-employment status","Not in employment",14.17,12.88,15.45
"2090","Sore throat","Employment sector","Arts, Entertainment or Recreation",12.5,5.59,19.41
"2091","Sore throat","Employment sector","Civil service or Local Government",11.2,7.93,14.48
"2092","Sore throat","Employment sector","Financial services (including insurance)",13.62,9,18.23
"2093","Sore throat","Employment sector","Health care",14.38,11.17,17.59
"2094","Sore throat","Employment sector","Hospitality (e.g. hotel, restaurant)",17,9.62,24.38
"2095","Sore throat","Employment sector","Information technology and communication",11.29,6.73,15.85
"2096","Sore throat","Employment sector","Manufacturing or construction",12.27,8.74,15.8
"2097","Sore throat","Employment sector","Not currently working",13.9,12.07,15.74
"2098","Sore throat","Employment sector","Other occupation sector",11.28,8.55,14.02
"2099","Sore throat","Employment sector","Retail sector (including wholesale)",16.23,12.1,20.36
"2100","Sore throat","Employment sector","Social care",15.43,9.86,21
"2101","Sore throat","Employment sector","Teaching and education",13.48,10.72,16.25
"2102","Sore throat","Employment sector","Transport (including storage, logistic)",15.66,10.12,21.2
"2103","Sore throat","Employment sector","Unknown",14.3,12.25,16.34
"2104","Tinnitus","All people","All people",20.02,19.01,21.03
"2105","Tinnitus","Employment status","Employed",17.65,16.32,18.98
"2106","Tinnitus","Employment status","Unemployed",24.62,14.14,35.09
"2107","Tinnitus","Employment status","Inactive - not looking",29.62,26.19,33.06
"2108","Tinnitus","Employment status","Inactive - retired",20.45,18.7,22.2
"2109","Tinnitus","Employment status","Inactive - student",16.46,8.25,24.66
"2110","Tinnitus","Self-employment status","Employee",17.72,16.29,19.15
"2111","Tinnitus","Self-employment status","Self-employed",17.23,13.67,20.78
"2112","Tinnitus","Self-employment status","Not in employment",22.6,21.07,24.13
"2113","Tinnitus","Employment sector","Arts, Entertainment or Recreation",22.73,14,31.45
"2114","Tinnitus","Employment sector","Civil service or Local Government",20.73,16.54,24.91
"2115","Tinnitus","Employment sector","Financial services (including insurance)",16.43,11.45,21.41
"2116","Tinnitus","Employment sector","Health care",17.65,14.15,21.14
"2117","Tinnitus","Employment sector","Hospitality (e.g. hotel, restaurant)",20,12.15,27.85
"2118","Tinnitus","Employment sector","Information technology and communication",16.67,11.32,22.01
"2119","Tinnitus","Employment sector","Manufacturing or construction",19.94,15.6,24.27
"2120","Tinnitus","Employment sector","Not currently working",20.86,18.71,23.01
"2121","Tinnitus","Employment sector","Other occupation sector",17.9,14.6,21.2
"2122","Tinnitus","Employment sector","Retail sector (including wholesale)",23.7,18.93,28.48
"2123","Tinnitus","Employment sector","Social care",19.14,13.08,25.19
"2124","Tinnitus","Employment sector","Teaching and education",18.77,15.62,21.93
"2125","Tinnitus","Employment sector","Transport (including storage, logistic)",21.69,15.4,27.97
"2126","Tinnitus","Employment sector","Unknown",21.75,19.36,24.15
"2127","Trouble sleeping","All people","All people",32.11,30.93,33.3
"2128","Trouble sleeping","Employment status","Employed",32.48,30.85,34.1
"2129","Trouble sleeping","Employment status","Unemployed",32.31,20.97,43.65
"2130","Trouble sleeping","Employment status","Inactive - not looking",46.68,42.97,50.38
"2131","Trouble sleeping","Employment status","Inactive - retired",26.85,24.91,28.79
"2132","Trouble sleeping","Employment status","Inactive - student",29.11,19.02,39.21
"2133","Trouble sleeping","Self-employment status","Employee",33.43,31.67,35.19
"2134","Trouble sleeping","Self-employment status","Self-employed",26.62,22.46,30.79
"2135","Trouble sleeping","Self-employment status","Not in employment",31.72,30.01,33.43
"2136","Trouble sleeping","Employment sector","Arts, Entertainment or Recreation",27.27,17.95,36.6
"2137","Trouble sleeping","Employment sector","Civil service or Local Government",36.13,31.14,41.13
"2138","Trouble sleeping","Employment sector","Financial services (including insurance)",28.17,22.12,34.21
"2139","Trouble sleeping","Employment sector","Health care",35.95,31.55,40.35
"2140","Trouble sleeping","Employment sector","Hospitality (e.g. hotel, restaurant)",28,19.18,36.82
"2141","Trouble sleeping","Employment sector","Information technology and communication",30.65,24.01,37.28
"2142","Trouble sleeping","Employment sector","Manufacturing or construction",34.36,29.21,39.5
"2143","Trouble sleeping","Employment sector","Not currently working",29.28,26.85,31.71
"2144","Trouble sleeping","Employment sector","Other occupation sector",32.49,28.43,36.55
"2145","Trouble sleeping","Employment sector","Retail sector (including wholesale)",39.61,34.15,45.07
"2146","Trouble sleeping","Employment sector","Social care",32.72,25.48,39.96
"2147","Trouble sleeping","Employment sector","Teaching and education",32.42,28.62,36.22
"2148","Trouble sleeping","Employment sector","Transport (including storage, logistic)",31.33,24.36,38.29
"2149","Trouble sleeping","Employment sector","Unknown",32.11,29.39,34.82
"2150","Vertigo or dizziness","All people","All people",18.99,18,19.98
"2151","Vertigo or dizziness","Employment status","Employed",16.21,14.92,17.49
"2152","Vertigo or dizziness","Employment status","Unemployed",16.92,7.8,26.05
"2153","Vertigo or dizziness","Employment status","Inactive - not looking",31.36,27.87,34.85
"2154","Vertigo or dizziness","Employment status","Inactive - retired",19.16,17.45,20.86
"2155","Vertigo or dizziness","Employment status","Inactive - student",20.25,11.37,29.14
"2156","Vertigo or dizziness","Self-employment status","Employee",16.11,14.74,17.49
"2157","Vertigo or dizziness","Self-employment status","Self-employed",16.78,13.32,20.24
"2158","Vertigo or dizziness","Self-employment status","Not in employment",22.02,20.51,23.54
"2159","Vertigo or dizziness","Employment sector","Arts, Entertainment or Recreation",21.59,12.96,30.22
"2160","Vertigo or dizziness","Employment sector","Civil service or Local Government",19.33,15.25,23.41
"2161","Vertigo or dizziness","Employment sector","Financial services (including insurance)",14.55,9.83,19.28
"2162","Vertigo or dizziness","Employment sector","Health care",21.79,18.01,25.56
"2163","Vertigo or dizziness","Employment sector","Hospitality (e.g. hotel, restaurant)",19,11.3,26.7
"2164","Vertigo or dizziness","Employment sector","Information technology and communication",13.98,8.97,18.98
"2165","Vertigo or dizziness","Employment sector","Manufacturing or construction",12.88,9.26,16.51
"2166","Vertigo or dizziness","Employment sector","Not currently working",20.15,18.04,22.27
"2167","Vertigo or dizziness","Employment sector","Other occupation sector",15.56,12.42,18.71
"2168","Vertigo or dizziness","Employment sector","Retail sector (including wholesale)",21.75,17.16,26.35
"2169","Vertigo or dizziness","Employment sector","Social care",15.43,9.87,21
"2170","Vertigo or dizziness","Employment sector","Teaching and education",16.21,13.22,19.2
"2171","Vertigo or dizziness","Employment sector","Transport (including storage, logistic)",12.65,7.59,17.71
"2172","Vertigo or dizziness","Employment sector","Unknown",23.33,20.85,25.81
"2173","Weakness or tiredness","All people","All people",60.37,59.13,61.61
"2174","Weakness or tiredness","Employment status","Employed",57.3,55.58,59.03
"2175","Weakness or tiredness","Employment status","Unemployed",60,48.1,71.9
"2176","Weakness or tiredness","Employment status","Inactive - not looking",72.98,69.66,76.29
"2177","Weakness or tiredness","Employment status","Inactive - retired",61.11,59,63.22
"2178","Weakness or tiredness","Employment status","Inactive - student",54.43,43.35,65.51
"2179","Weakness or tiredness","Self-employment status","Employee",56.94,55.09,58.8
"2180","Weakness or tiredness","Self-employment status","Self-employed",59.51,54.94,64.07
"2181","Weakness or tiredness","Self-employment status","Not in employment",63.71,61.95,65.46
"2182","Weakness or tiredness","Employment sector","Arts, Entertainment or Recreation",59.09,48.82,69.36
"2183","Weakness or tiredness","Employment sector","Civil service or Local Government",63.87,58.87,68.87
"2184","Weakness or tiredness","Employment sector","Financial services (including insurance)",53.52,46.82,60.22
"2185","Weakness or tiredness","Employment sector","Food production, agriculture, farming",63.04,48.93,77.16
"2186","Weakness or tiredness","Employment sector","Health care",62.09,57.67,66.51
"2187","Weakness or tiredness","Employment sector","Hospitality (e.g. hotel, restaurant)",53,43.18,62.82
"2188","Weakness or tiredness","Employment sector","Information technology and communication",49.46,42.21,56.72
"2189","Weakness or tiredness","Employment sector","Manufacturing or construction",57.36,52,62.72
"2190","Weakness or tiredness","Employment sector","Not currently working",61.87,59.3,64.43
"2191","Weakness or tiredness","Employment sector","Other occupation sector",56.61,52.35,60.88
"2192","Weakness or tiredness","Employment sector","Personal services (e.g. hairdressers)",54.55,39.83,69.26
"2193","Weakness or tiredness","Employment sector","Retail sector (including wholesale)",60.06,54.53,65.6
"2194","Weakness or tiredness","Employment sector","Social care",61.11,53.6,68.62
"2195","Weakness or tiredness","Employment sector","Teaching and education",57.51,53.48,61.54
"2196","Weakness or tiredness","Employment sector","Transport (including storage, logistic)",60.24,52.87,67.61
"2197","Weakness or tiredness","Employment sector","Unknown",64.65,61.88,67.41
"2198","Worry or anxiety","All people","All people",29.09,27.94,30.24
"2199","Worry or anxiety","Employment status","Employed",29.97,28.37,31.57
"2200","Worry or anxiety","Employment status","Unemployed",29.23,18.17,40.29
"2201","Worry or anxiety","Employment status","Inactive - not looking",46.82,43.11,50.54
"2202","Worry or anxiety","Employment status","Inactive - retired",21.64,19.85,23.44
"2203","Worry or anxiety","Employment status","Inactive - student",35.44,24.82,46.07
"2204","Worry or anxiety","Self-employment status","Employee",31.32,29.57,33.06
"2205","Worry or anxiety","Self-employment status","Self-employed",21.7,17.89,25.51
"2206","Worry or anxiety","Self-employment status","Not in employment",28.13,26.49,29.78
"2207","Worry or anxiety","Employment sector","Arts, Entertainment or Recreation",32.95,23.11,42.8
"2208","Worry or anxiety","Employment sector","Civil service or Local Government",32.21,27.35,37.07
"2209","Worry or anxiety","Employment sector","Financial services (including insurance)",23.47,17.79,29.16
"2210","Worry or anxiety","Employment sector","Health care",37.25,32.8,41.71
"2211","Worry or anxiety","Employment sector","Hospitality (e.g. hotel, restaurant)",33,23.78,42.22
"2212","Worry or anxiety","Employment sector","Information technology and communication",26.88,20.42,33.34
"2213","Worry or anxiety","Employment sector","Manufacturing or construction",23.93,19.23,28.62
"2214","Worry or anxiety","Employment sector","Not currently working",26.9,24.54,29.25
"2215","Worry or anxiety","Employment sector","Other occupation sector",28.99,25.09,32.88
"2216","Worry or anxiety","Employment sector","Retail sector (including wholesale)",36.04,30.56,41.51
"2217","Worry or anxiety","Employment sector","Social care",29.63,22.59,36.67
"2218","Worry or anxiety","Employment sector","Teaching and education",29.86,26.13,33.6
"2219","Worry or anxiety","Employment sector","Transport (including storage, logistic)",27.71,20.87,34.55
"2220","Worry or anxiety","Employment sector","Unknown",27.81,25.18,30.43
