"date","rank","song","artist","weeks-on-board"
1977-10-22,1,"You Light Up My Life","Debby Boone",8
1977-10-15,1,"You Light Up My Life","Debby Boone",7
1977-10-08,1,"Star Wars Theme/Cantina Band","Meco",10
1977-10-01,1,"Star Wars Theme/Cantina Band","Meco",9
1977-09-24,1,"Best Of My Love","The Emotions",16
1977-09-17,1,"I Just Want To Be Your Everything","Andy Gibb",22
1977-09-10,1,"Best Of My Love","The Emotions",14
1977-09-03,1,"Best Of My Love","The Emotions",13
1977-08-27,1,"Best Of My Love","The Emotions",12
1977-08-20,1,"Best Of My Love","The Emotions",11
1977-08-13,1,"I Just Want To Be Your Everything","Andy Gibb",17
1977-08-06,1,"I Just Want To Be Your Everything","Andy Gibb",16
1977-07-30,1,"I Just Want To Be Your Everything","Andy Gibb",15
1977-07-23,1,"Looks Like We Made It","Barry Manilow",12
1977-07-16,1,"Da Doo Ron Ron","Shaun Cassidy",10
1977-07-09,1,"Undercover Angel","Alan O'Day",15
1977-07-02,1,"Gonna Fly Now","Bill Conti",11
1977-06-25,1,"Got To Give It Up (Pt. I)","Marvin Gaye",11
1977-06-18,1,"Dreams","Fleetwood Mac",10
1977-06-11,1,"I'm Your Boogie Man","KC And The Sunshine Band",16
1977-06-04,1,"Sir Duke","Stevie Wonder",10
1977-05-28,1,"Sir Duke","Stevie Wonder",9
1977-05-21,1,"Sir Duke","Stevie Wonder",8
1977-05-14,1,"When I Need You","Leo Sayer",12
1977-05-07,1,"Hotel California","Eagles",11
1977-04-30,1,"Southern Nights","Glen Campbell",12
1977-04-23,1,"Don't Leave Me This Way","Thelma Houston",19
1977-04-16,1,"Don't Give Up On Us","David Soul",12
1977-04-09,1,"Dancing Queen","ABBA",18
1977-04-02,1,"Rich Girl","Daryl Hall John Oates",11
1977-03-26,1,"Rich Girl","Daryl Hall John Oates",10
1977-03-19,1,"Evergreen (Love Theme From ""A Star Is Born"")","Barbra Streisand",15
1977-03-12,1,"Evergreen (Love Theme From ""A Star Is Born"")","Barbra Streisand",14
1977-03-05,1,"Evergreen (Love Theme From ""A Star Is Born"")","Barbra Streisand",13
1977-02-26,1,"New Kid In Town","Eagles",11
1977-02-19,1,"Blinded By The Light","Manfred Mann's Earth Band",14
1977-02-12,1,"Torn Between Two Lovers","Mary Macgregor",13
1977-02-05,1,"Torn Between Two Lovers","Mary Macgregor",12
1977-01-29,1,"Car Wash","Rose Royce",15
1977-01-22,1,"I Wish","Stevie Wonder",8
1977-01-15,1,"You Make Me Feel Like Dancing","Leo Sayer",13
1977-01-08,1,"You Don't Have To Be A Star (To Be In My Show)","Marilyn McCoo & Billy Davis, Jr.",18
1977-01-01,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",14
1976-12-25,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",13
1976-12-18,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",12
1976-12-11,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",11
1976-12-04,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",10
1976-11-27,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",9
1976-11-20,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",8
1976-11-13,1,"Tonight's The Night (Gonna Be Alright)","Rod Stewart",7
1976-11-06,1,"Rock'n Me","Steve Miller",13
1976-10-30,1,"If You Leave Me Now","Chicago",12
1976-10-23,1,"If You Leave Me Now","Chicago",11
1976-10-16,1,"Disco Duck (Part I)","Rick Dees & His Cast Of Idiots",10
1976-10-09,1,"A Fifth Of Beethoven","Walter Murphy & The Big Apple Band",20
1976-10-02,1,"Play That Funky Music","Wild Cherry",16
1976-09-25,1,"Play That Funky Music","Wild Cherry",15
1976-09-18,1,"Play That Funky Music","Wild Cherry",14
1976-09-11,1,"(Shake, Shake, Shake) Shake Your Booty","KC And The Sunshine Band",10
1976-09-04,1,"You Should Be Dancing","Bee Gees",10
1976-08-28,1,"Don't Go Breaking My Heart","Elton John & Kiki Dee",9
1976-08-21,1,"Don't Go Breaking My Heart","Elton John & Kiki Dee",8
1976-08-14,1,"Don't Go Breaking My Heart","Elton John & Kiki Dee",7
1976-08-07,1,"Don't Go Breaking My Heart","Elton John & Kiki Dee",6
1976-07-31,1,"Kiss And Say Goodbye","The Manhattans",16
1976-07-24,1,"Kiss And Say Goodbye","The Manhattans",15
1976-07-17,1,"Afternoon Delight","Starland Vocal Band",11
1976-07-10,1,"Afternoon Delight","Starland Vocal Band",10
1976-07-04,1,"Silly Love Songs","Wings",13
1976-06-26,1,"Silly Love Songs","Wings",12
1976-06-19,1,"Silly Love Songs","Wings",11
1976-06-12,1,"Silly Love Songs","Wings",10
1976-06-05,1,"Love Hangover","Diana Ross",10
1976-05-29,1,"Love Hangover","Diana Ross",9
1976-05-22,1,"Silly Love Songs","Wings",7
1976-05-15,1,"Boogie Fever","The Sylvers",14
1976-05-08,1,"Welcome Back","John Sebastian",7
1976-05-01,1,"Let Your Love Flow","Bellamy Brothers",14
1976-04-24,1,"Disco Lady","Johnnie Taylor",12
1976-04-17,1,"Disco Lady","Johnnie Taylor",11
1976-04-10,1,"Disco Lady","Johnnie Taylor",10
1976-04-03,1,"Disco Lady","Johnnie Taylor",9
1976-03-27,1,"December, 1963 (Oh, What a Night)","The 4 Seasons",14
1976-03-20,1,"December, 1963 (Oh, What a Night)","The 4 Seasons",13
1976-03-13,1,"December, 1963 (Oh, What a Night)","The 4 Seasons",12
1976-03-06,1,"Love Machine (Part 1)","The Miracles",20
1976-02-28,1,"Theme From S.W.A.T.","Rhythm Heritage",16
1976-02-21,1,"50 Ways To Leave Your Lover","Paul Simon",10
1976-02-14,1,"50 Ways To Leave Your Lover","Paul Simon",9
1976-02-07,1,"50 Ways To Leave Your Lover","Paul Simon",8
1976-01-31,1,"Love Rollercoaster","Ohio Players",12
1976-01-24,1,"Theme From Mahogany (Do You Know Where You're Going To)","Diana Ross",13
1976-01-17,1,"I Write The Songs","Barry Manilow",10
1976-01-10,1,"Convoy","C.W. McCall",6
1976-01-03,1,"Saturday Night","Bay City Rollers",13
1975-12-27,1,"Let's Do It Again","The Staple Singers",10
1975-12-20,1,"That's The Way (I Like It)","KC And The Sunshine Band",9
1975-12-13,1,"Fly, Robin, Fly","Silver Convention",10
1975-12-06,1,"Fly, Robin, Fly","Silver Convention",9
1975-11-29,1,"Fly, Robin, Fly","Silver Convention",8
1975-11-22,1,"That's The Way (I Like It)","KC And The Sunshine Band",5
1975-11-15,1,"Island Girl","Elton John",6
1975-11-08,1,"Island Girl","Elton John",5
1975-11-01,1,"Island Girl","Elton John",4
1975-10-25,1,"Bad Blood","Neil Sedaka",7
1975-10-18,1,"Bad Blood","Neil Sedaka",6
1975-10-11,1,"Bad Blood","Neil Sedaka",5
1975-10-04,1,"Fame","David Bowie",15
1975-09-27,1,"I'm Sorry","John Denver",7
1975-09-20,1,"Fame","David Bowie",13
1975-09-13,1,"Rhinestone Cowboy","Glen Campbell",16
1975-09-06,1,"Rhinestone Cowboy","Glen Campbell",15
1975-08-30,1,"Get Down Tonight","KC And The Sunshine Band",8
1975-08-23,1,"Fallin' In Love","Hamilton, Joe Frank & Reynolds",10
1975-08-16,1,"Jive Talkin'","Bee Gees",12
1975-08-09,1,"Jive Talkin'","Bee Gees",11
1975-08-02,1,"One Of These Nights","Eagles",10
1975-07-26,1,"The Hustle","Van McCoy & The Soul City Symphony",15
1975-07-19,1,"Listen To What The Man Said","Wings",8
1975-07-12,1,"Love Will Keep Us Together","The Captain & Tennille",13
1975-07-05,1,"Love Will Keep Us Together","The Captain & Tennille",12
1975-06-28,1,"Love Will Keep Us Together","The Captain & Tennille",11
1975-06-21,1,"Love Will Keep Us Together","The Captain & Tennille",10
1975-06-14,1,"Sister Golden Hair","America",11
1975-06-07,1,"Thank God I'm A Country Boy","John Denver",12
1975-05-31,1,"Before The Next Teardrop Falls","Freddy Fender",18
1975-05-24,1,"Shining Star","Earth, Wind & Fire",15
1975-05-17,1,"He Don't Love You (Like I Love You)","Tony Orlando & Dawn",10
1975-05-10,1,"He Don't Love You (Like I Love You)","Tony Orlando & Dawn",9
1975-05-03,1,"He Don't Love You (Like I Love You)","Tony Orlando & Dawn",8
1975-04-26,1,"(Hey Won't You Play) Another Somebody Done Somebody Wrong Song","B.J. Thomas",13
1975-04-19,1,"Philadelphia Freedom","The Elton John Band",7
1975-04-12,1,"Philadelphia Freedom","The Elton John Band",6
1975-04-05,1,"Lovin' You","Minnie Riperton",12
1975-03-29,1,"Lady Marmalade","Labelle",13
1975-03-22,1,"My Eyes Adored You","Frankie Valli",18
1975-03-15,1,"Black Water","The Doobie Brothers",13
1975-03-08,1,"Have You Never Been Mellow","Olivia Newton-John",7
1975-03-01,1,"Best Of My Love","Eagles",14
1975-02-22,1,"Pick Up The Pieces","AWB",12
1975-02-15,1,"You're No Good","Linda Ronstadt",11
1975-02-08,1,"Fire","Ohio Players",9
1975-02-01,1,"Laughter In The Rain","Neil Sedaka",16
1975-01-25,1,"Please Mr. Postman","Carpenters",10
1975-01-18,1,"Mandy","Barry Manilow",10
1975-01-11,1,"Lucy In The Sky With Diamonds","Elton John",7
1975-01-04,1,"Lucy In The Sky With Diamonds","Elton John",6
1974-12-28,1,"Angie Baby","Helen Reddy",11
1974-12-21,1,"Cat's In The Cradle","Harry Chapin",12
1974-12-14,1,"Kung Fu Fighting","Carl Douglas",10
1974-12-07,1,"Kung Fu Fighting","Carl Douglas",9
1974-11-30,1,"I Can Help","Billy Swan",10
1974-11-23,1,"I Can Help","Billy Swan",9
1974-11-16,1,"Whatever Gets You Thru The Night","John Lennon With The Plastic Ono Nuclear Band",8
1974-11-09,1,"You Ain't Seen Nothing Yet/Free Wheelin'","Bachman-Turner Overdrive",8
1974-11-02,1,"You Haven't Done Nothin","Stevie Wonder",14
1974-10-26,1,"Then Came You","Dionne Warwicke & Spinners",14
1974-10-19,1,"Nothing From Nothing","Billy Preston",15
1974-10-12,1,"I Honestly Love You","Olivia Newton-John",9
1974-10-05,1,"I Honestly Love You","Olivia Newton-John",8
1974-09-28,1,"Rock Me Gently","Andy Kim",15
1974-09-21,1,"Can't Get Enough Of Your Love, Babe","Barry White",8
1974-09-14,1,"I Shot The Sheriff","Eric Clapton",10
1974-09-07,1,"(You're) Having My Baby","Paul Anka with Odia Coates",10
1974-08-31,1,"(You're) Having My Baby","Paul Anka with Odia Coates",9
1974-08-24,1,"(You're) Having My Baby","Paul Anka with Odia Coates",8
1974-08-17,1,"The Night Chicago Died","Paper Lace",10
1974-08-10,1,"Feel Like Makin' Love","Roberta Flack",8
1974-08-03,1,"ANNIE's SONG","John Denver",10
1974-07-27,1,"ANNIE's SONG","John Denver",9
1974-07-20,1,"Rock Your Baby","George McCrae",8
1974-07-13,1,"Rock Your Baby","George McCrae",7
1974-07-06,1,"Rock The Boat","The Hues Corporation",7
1974-06-29,1,"Sundown","Gordon Lightfoot",12
1974-06-22,1,"Billy, Don't Be A Hero","Bo Donaldson And The Heywoods",10
1974-06-15,1,"Billy, Don't Be A Hero","Bo Donaldson And The Heywoods",9
1974-06-08,1,"Band On The Run","Paul McCartney And Wings",8
1974-06-01,1,"The Streak","Ray Stevens",8
1974-05-25,1,"The Streak","Ray Stevens",7
1974-05-18,1,"The Streak","Ray Stevens",6
1974-05-11,1,"The Loco-Motion","Grand Funk",10
1974-05-04,1,"The Loco-Motion","Grand Funk",9
1974-04-27,1,"TSOP (The Sound Of Philadelphia)","MFSB Featuring The Three Degrees",9
1974-04-20,1,"TSOP (The Sound Of Philadelphia)","MFSB Featuring The Three Degrees",8
1974-04-13,1,"Bennie And The Jets","Elton John",9
1974-04-06,1,"Hooked On A Feeling","Blue Swede",8
1974-03-30,1,"Sunshine On My Shoulders","John Denver",10
1974-03-23,1,"Dark Lady","Cher",10
1974-03-16,1,"Seasons In The Sun","Terry Jacks",10
1974-03-09,1,"Seasons In The Sun","Terry Jacks",9
1974-03-02,1,"Seasons In The Sun","Terry Jacks",8
1974-02-23,1,"The Way We Were","Barbra Streisand",14
1974-02-16,1,"The Way We Were","Barbra Streisand",13
1974-02-09,1,"Love's Theme","Love Unlimited Orchestra",11
1974-02-02,1,"The Way We Were","Barbra Streisand",11
1974-01-26,1,"You're Sixteen","Ringo Starr",7
1974-01-19,1,"Show And Tell","Al Wilson",14
1974-01-12,1,"The Joker","The Steve Miller Band",13
1974-01-05,1,"Time In A Bottle","Jim Croce",8
1973-12-29,1,"Time In A Bottle","Jim Croce",7
1973-12-22,1,"The Most Beautiful Girl","Charlie Rich",13
1973-12-15,1,"The Most Beautiful Girl","Charlie Rich",12
1973-12-08,1,"Top Of The World","Carpenters",10
1973-12-01,1,"Top Of The World","Carpenters",9
1973-11-24,1,"Photograph","Ringo Starr",8
1973-11-17,1,"Keep On Truckin' (Part 1)","Eddie Kendricks",13
1973-11-10,1,"Keep On Truckin' (Part 1)","Eddie Kendricks",12
1973-11-03,1,"Midnight Train To Georgia","Gladys Knight And The Pips",10
1973-10-27,1,"Midnight Train To Georgia","Gladys Knight And The Pips",9
1973-10-20,1,"Angie","The Rolling Stones",7
1973-10-13,1,"Half-Breed","Cher",11
1973-10-06,1,"Half-Breed","Cher",10
1973-09-29,1,"We're An American Band","Grand Funk",10
1973-09-22,1,"Let's Get It On","Marvin Gaye",11
1973-09-15,1,"Delta Dawn","Helen Reddy",13
1973-09-08,1,"Let's Get It On","Marvin Gaye",9
1973-09-01,1,"Brother Louie","Stories",11
1973-08-25,1,"Brother Louie","Stories",10
1973-08-18,1,"Touch Me In The Morning","Diana Ross",12
1973-08-11,1,"The Morning After","Maureen McGovern",8
1973-08-04,1,"The Morning After","Maureen McGovern",7
1973-07-28,1,"Bad, Bad Leroy Brown","Jim Croce",15
1973-07-21,1,"Bad, Bad Leroy Brown","Jim Croce",14
1973-07-14,1,"Will It Go Round In Circles","Billy Preston",16
1973-07-07,1,"Will It Go Round In Circles","Billy Preston",15
1973-06-30,1,"Give Me Love - (Give Me Peace On Earth)","George Harrison",7
1973-06-23,1,"My Love","Paul McCartney And Wings",11
1973-06-16,1,"My Love","Paul McCartney And Wings",10
1973-06-09,1,"My Love","Paul McCartney And Wings",9
1973-06-02,1,"My Love","Paul McCartney And Wings",8
1973-05-26,1,"Frankenstein","Edgar Winter Group",12
1973-05-19,1,"You Are The Sunshine Of My Life","Stevie Wonder",10
1973-05-12,1,"Tie A Yellow Ribbon Round The Ole Oak Tree","Dawn Featuring Tony Orlando",13
1973-05-05,1,"Tie A Yellow Ribbon Round The Ole Oak Tree","Dawn Featuring Tony Orlando",12
1973-04-28,1,"Tie A Yellow Ribbon Round The Ole Oak Tree","Dawn Featuring Tony Orlando",11
1973-04-21,1,"Tie A Yellow Ribbon Round The Ole Oak Tree","Dawn Featuring Tony Orlando",10
1973-04-14,1,"The Night The Lights Went Out In Georgia","Vicki Lawrence",10
1973-04-07,1,"The Night The Lights Went Out In Georgia","Vicki Lawrence",9
1973-03-31,1,"Killing Me Softly With His Song","Roberta Flack",10
1973-03-24,1,"Love Train","The O'Jays",10
1973-03-17,1,"Killing Me Softly With His Song","Roberta Flack",8
1973-03-10,1,"Killing Me Softly With His Song","Roberta Flack",7
1973-03-03,1,"Killing Me Softly With His Song","Roberta Flack",6
1973-02-24,1,"Killing Me Softly With His Song","Roberta Flack",5
1973-02-17,1,"Crocodile Rock","Elton John",11
1973-02-10,1,"Crocodile Rock","Elton John",10
1973-02-03,1,"Crocodile Rock","Elton John",9
1973-01-27,1,"Superstition","Stevie Wonder",11
1973-01-20,1,"You're So Vain","Carly Simon",8
1973-01-13,1,"You're So Vain","Carly Simon",7
1973-01-06,1,"You're So Vain","Carly Simon",6
1972-12-30,1,"Me And Mrs. Jones","Billy Paul",9
1972-12-23,1,"Me And Mrs. Jones","Billy Paul",8
1972-12-16,1,"Me And Mrs. Jones","Billy Paul",7
1972-12-09,1,"I Am Woman","Helen Reddy",16
1972-12-02,1,"Papa Was A Rollin' Stone","The Temptations",8
1972-11-25,1,"I Can See Clearly Now","Johnny Nash",12
1972-11-18,1,"I Can See Clearly Now","Johnny Nash",11
1972-11-11,1,"I Can See Clearly Now","Johnny Nash",10
1972-11-04,1,"I Can See Clearly Now","Johnny Nash",9
1972-10-28,1,"My Ding-A-Ling","Chuck Berry",13
1972-10-21,1,"My Ding-A-Ling","Chuck Berry",12
1972-10-14,1,"Ben","Michael Jackson",11
1972-10-07,1,"Baby Don't Get Hooked On Me","Mac Davis",15
1972-09-30,1,"Baby Don't Get Hooked On Me","Mac Davis",14
1972-09-23,1,"Baby Don't Get Hooked On Me","Mac Davis",13
1972-09-16,1,"Black & White","Three Dog Night",6
1972-09-09,1,"Alone Again (Naturally)","Gilbert O'Sullivan",13
1972-09-02,1,"Alone Again (Naturally)","Gilbert O'Sullivan",12
1972-08-26,1,"Brandy (You're A Fine Girl)","Looking Glass",11
1972-08-19,1,"Alone Again (Naturally)","Gilbert O'Sullivan",10
1972-08-12,1,"Alone Again (Naturally)","Gilbert O'Sullivan",9
1972-08-05,1,"Alone Again (Naturally)","Gilbert O'Sullivan",8
1972-07-29,1,"Alone Again (Naturally)","Gilbert O'Sullivan",7
1972-07-22,1,"Lean On Me","Bill Withers",14
1972-07-15,1,"Lean On Me","Bill Withers",13
1972-07-08,1,"Lean On Me","Bill Withers",12
1972-07-01,1,"Song Sung Blue","Neil Diamond",9
1972-06-24,1,"The Candy Man","Sammy Davis, Jr. with The Mike Curb Congregation",16
1972-06-17,1,"The Candy Man","Sammy Davis, Jr. with The Mike Curb Congregation",15
1972-06-10,1,"The Candy Man","Sammy Davis, Jr. with The Mike Curb Congregation",14
1972-06-03,1,"I'll Take You There","The Staple Singers",9
1972-05-27,1,"Oh Girl","The Chi-lites",8
1972-05-20,1,"The First Time Ever I Saw Your Face","Roberta Flack",12
1972-05-13,1,"The First Time Ever I Saw Your Face","Roberta Flack",11
1972-05-06,1,"The First Time Ever I Saw Your Face","Roberta Flack",10
1972-04-29,1,"The First Time Ever I Saw Your Face","Roberta Flack",9
1972-04-22,1,"The First Time Ever I Saw Your Face","Roberta Flack",8
1972-04-15,1,"The First Time Ever I Saw Your Face","Roberta Flack",7
1972-04-08,1,"A Horse With No Name","America",8
1972-04-01,1,"A Horse With No Name","America",7
1972-03-25,1,"A Horse With No Name","America",6
1972-03-18,1,"Heart Of Gold","Neil Young",7
1972-03-11,1,"Without You","Nilsson",13
1972-03-04,1,"Without You","Nilsson",12
1972-02-26,1,"Without You","Nilsson",11
1972-02-19,1,"Without You","Nilsson",10
1972-02-12,1,"Let's Stay Together","Al Green",11
1972-02-05,1,"American Pie (Parts I & II)","Don McLean",11
1972-01-29,1,"American Pie (Parts I & II)","Don McLean",10
1972-01-22,1,"American Pie (Parts I & II)","Don McLean",9
1972-01-15,1,"American Pie (Parts I & II)","Don McLean",8
1972-01-08,1,"Brand New Key","Melanie",11
1972-01-01,1,"Brand New Key","Melanie",10
1971-12-25,1,"Brand New Key","Melanie",9
1971-12-18,1,"Family Affair","Sly & The Family Stone",7
1971-12-11,1,"Family Affair","Sly & The Family Stone",6
1971-12-04,1,"Family Affair","Sly & The Family Stone",5
1971-11-27,1,"Theme From Shaft","Isaac Hayes",7
1971-11-20,1,"Theme From Shaft","Isaac Hayes",6
1971-11-13,1,"Gypsys, Tramps & Thieves","Cher",9
1971-11-06,1,"Gypsys, Tramps & Thieves","Cher",8
1971-10-30,1,"Maggie May/Reason To Believe","Rod Stewart",16
1971-10-23,1,"Maggie May/Reason To Believe","Rod Stewart",15
1971-10-16,1,"Maggie May/Reason To Believe","Rod Stewart",14
1971-10-09,1,"Maggie May/Reason To Believe","Rod Stewart",13
1971-10-02,1,"Maggie May/Reason To Believe","Rod Stewart",12
1971-09-25,1,"Go Away Little Girl","Donny Osmond",8
1971-09-18,1,"Go Away Little Girl","Donny Osmond",7
1971-09-11,1,"Go Away Little Girl","Donny Osmond",6
1971-09-04,1,"Uncle Albert/Admiral Halsey","Paul & Linda McCartney",4
1971-08-28,1,"How Can You Mend A Broken Heart","Bee Gees",10
1971-08-21,1,"How Can You Mend A Broken Heart","Bee Gees",9
1971-08-14,1,"How Can You Mend A Broken Heart","Bee Gees",8
1971-08-07,1,"How Can You Mend A Broken Heart","Bee Gees",7
1971-07-31,1,"You've Got A Friend","James Taylor",9
1971-07-24,1,"Indian Reservation (The Lament Of The Cherokee Reservation Indian)","The Raiders",16
1971-07-17,1,"It's Too Late/I Feel The Earth Move","Carole King",11
1971-07-10,1,"It's Too Late/I Feel The Earth Move","Carole King",10
1971-07-03,1,"It's Too Late/I Feel The Earth Move","Carole King",9
1971-06-26,1,"It's Too Late/I Feel The Earth Move","Carole King",8
1971-06-19,1,"It's Too Late/I Feel The Earth Move","Carole King",7
1971-06-12,1,"Want Ads","The Honey Cone",10
1971-06-05,1,"Brown Sugar","The Rolling Stones",6
1971-05-29,1,"Brown Sugar","The Rolling Stones",5
1971-05-22,1,"Joy To The World","Three Dog Night",11
1971-05-15,1,"Joy To The World","Three Dog Night",10
1971-05-08,1,"Joy To The World","Three Dog Night",9
1971-05-01,1,"Joy To The World","Three Dog Night",8
1971-04-24,1,"Joy To The World","Three Dog Night",7
1971-04-17,1,"Joy To The World","Three Dog Night",6
1971-04-10,1,"Just My Imagination (Running Away With Me)","The Temptations",10
1971-04-03,1,"Just My Imagination (Running Away With Me)","The Temptations",9
1971-03-27,1,"Me And Bobby McGee","Janis Joplin",9
1971-03-20,1,"Me And Bobby McGee","Janis Joplin",8
1971-03-13,1,"One Bad Apple","The Osmonds",11
1971-03-06,1,"One Bad Apple","The Osmonds",10
1971-02-27,1,"One Bad Apple","The Osmonds",9
1971-02-20,1,"One Bad Apple","The Osmonds",8
1971-02-13,1,"One Bad Apple","The Osmonds",7
1971-02-06,1,"Knock Three Times","Dawn",12
1971-01-30,1,"Knock Three Times","Dawn",11
1971-01-23,1,"Knock Three Times","Dawn",10
1971-01-16,1,"My Sweet Lord/Isn't It A Pity","George Harrison",8
1971-01-09,1,"My Sweet Lord/Isn't It A Pity","George Harrison",7
1971-01-02,1,"My Sweet Lord/Isn't It A Pity","George Harrison",6
1970-12-26,1,"My Sweet Lord/Isn't It A Pity","George Harrison",5
1970-12-19,1,"The Tears Of A Clown","Smokey Robinson & The Miracles",10
1970-12-12,1,"The Tears Of A Clown","Smokey Robinson & The Miracles",9
1970-12-05,1,"I Think I Love You","The Partridge Family Starring Shirley Jones Featuring David Cassidy",9
1970-11-28,1,"I Think I Love You","The Partridge Family Starring Shirley Jones Featuring David Cassidy",8
1970-11-21,1,"I Think I Love You","The Partridge Family Starring Shirley Jones Featuring David Cassidy",7
1970-11-14,1,"I'll Be There","Jackson 5",9
1970-11-07,1,"I'll Be There","Jackson 5",8
1970-10-31,1,"I'll Be There","Jackson 5",7
1970-10-24,1,"I'll Be There","Jackson 5",6
1970-10-17,1,"I'll Be There","Jackson 5",5
1970-10-10,1,"Cracklin' Rosie","Neil Diamond",8
1970-10-03,1,"Ain't No Mountain High Enough","Diana Ross",9
1970-09-26,1,"Ain't No Mountain High Enough","Diana Ross",8
1970-09-19,1,"Ain't No Mountain High Enough","Diana Ross",7
1970-09-12,1,"War","Edwin Starr",10
1970-09-05,1,"War","Edwin Starr",9
1970-08-29,1,"War","Edwin Starr",8
1970-08-22,1,"Make It With You","Bread",11
1970-08-15,1,"(They Long To Be) Close To You","Carpenters",9
1970-08-08,1,"(They Long To Be) Close To You","Carpenters",8
1970-08-01,1,"(They Long To Be) Close To You","Carpenters",7
1970-07-25,1,"(They Long To Be) Close To You","Carpenters",6
1970-07-18,1,"Mama Told Me (Not To Come)","Three Dog Night",9
1970-07-11,1,"Mama Told Me (Not To Come)","Three Dog Night",8
1970-07-04,1,"The Love You Save/I Found That Girl","Jackson 5",6
1970-06-27,1,"The Love You Save/I Found That Girl","Jackson 5",5
1970-06-20,1,"The Long And Winding Road/For You Blue","The Beatles",5
1970-06-13,1,"The Long And Winding Road/For You Blue","The Beatles",4
1970-06-06,1,"Everything Is Beautiful","Ray Stevens",10
1970-05-30,1,"Everything Is Beautiful","Ray Stevens",9
1970-05-23,1,"American Woman/No Sugar Tonight","The Guess Who",10
1970-05-16,1,"American Woman/No Sugar Tonight","The Guess Who",9
1970-05-09,1,"American Woman/No Sugar Tonight","The Guess Who",8
1970-05-02,1,"ABC","Jackson 5",8
1970-04-25,1,"ABC","Jackson 5",7
1970-04-18,1,"Let It Be","The Beatles",5
1970-04-11,1,"Let It Be","The Beatles",4
1970-04-04,1,"Bridge Over Troubled Water","Simon & Garfunkel",9
1970-03-28,1,"Bridge Over Troubled Water","Simon & Garfunkel",8
1970-03-21,1,"Bridge Over Troubled Water","Simon & Garfunkel",7
1970-03-14,1,"Bridge Over Troubled Water","Simon & Garfunkel",6
1970-03-07,1,"Bridge Over Troubled Water","Simon & Garfunkel",5
1970-02-28,1,"Bridge Over Troubled Water","Simon & Garfunkel",4
1970-02-21,1,"Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star","Sly & The Family Stone",8
1970-02-14,1,"Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star","Sly & The Family Stone",7
1970-02-07,1,"Venus","The Shocking Blue",9
1970-01-31,1,"I Want You Back","Jackson 5",12
1970-01-24,1,"Raindrops Keep Fallin' On My Head","B.J. Thomas",13
1970-01-17,1,"Raindrops Keep Fallin' On My Head","B.J. Thomas",12
1970-01-10,1,"Raindrops Keep Fallin' On My Head","B.J. Thomas",11
1970-01-03,1,"Raindrops Keep Fallin' On My Head","B.J. Thomas",10
1969-12-27,1,"Someday We'll Be Together","Diana Ross & The Supremes",8
1969-12-20,1,"Leaving On A Jet Plane","Peter, Paul & Mary",9
1969-12-13,1,"Na Na Hey Hey Kiss Him Goodbye","Steam",9
1969-12-06,1,"Na Na Hey Hey Kiss Him Goodbye","Steam",8
1969-11-29,1,"Come Together/Something","The Beatles",7
1969-11-22,1,"Wedding Bell Blues","The 5th Dimension",9
1969-11-15,1,"Wedding Bell Blues","The 5th Dimension",8
1969-11-08,1,"Wedding Bell Blues","The 5th Dimension",7
1969-11-01,1,"Suspicious Minds","Elvis Presley",8
1969-10-25,1,"I Can't Get Next To You","The Temptations",11
1969-10-18,1,"I Can't Get Next To You","The Temptations",10
1969-10-11,1,"Sugar, Sugar","The Archies",12
1969-10-04,1,"Sugar, Sugar","The Archies",11
1969-09-27,1,"Sugar, Sugar","The Archies",10
1969-09-20,1,"Sugar, Sugar","The Archies",9
1969-09-13,1,"Honky Tonk Women","The Rolling Stones",9
1969-09-06,1,"Honky Tonk Women","The Rolling Stones",8
1969-08-30,1,"Honky Tonk Women","The Rolling Stones",7
1969-08-23,1,"Honky Tonk Women","The Rolling Stones",6
1969-08-16,1,"In The Year 2525","Zager & Evans",9
1969-08-09,1,"In The Year 2525","Zager & Evans",8
1969-08-02,1,"In The Year 2525","Zager & Evans",7
1969-07-26,1,"In The Year 2525","Zager & Evans",6
1969-07-19,1,"In The Year 2525","Zager & Evans",5
1969-07-12,1,"In The Year 2525","Zager & Evans",4
1969-07-05,1,"Love Theme From Romeo & Juliet","Henry Mancini And His Orchestra",9
1969-06-28,1,"Love Theme From Romeo & Juliet","Henry Mancini And His Orchestra",8
1969-06-21,1,"Get Back","The Beatles With Billy Preston",7
1969-06-14,1,"Get Back","The Beatles With Billy Preston",6
1969-06-07,1,"Get Back","The Beatles With Billy Preston",5
1969-05-31,1,"Get Back","The Beatles With Billy Preston",4
1969-05-24,1,"Get Back","The Beatles With Billy Preston",3
1969-05-17,1,"Aquarius/Let The Sunshine In (The Flesh Failures)","The 5th Dimension",11
